705.008 5.34222 0.684674
724.157 18.0098 19.2889
725.165 22.9174 3.30894
733.228 0.283053 5.26017
734.236 1.84131 5.91003
735.244 2.49347 6.37295
736.252 2.89876 6.71916
737.26 3.16874 7.11102
738.268 3.46292 7.48875
739.276 3.74292 8.01563
740.283 3.97033 8.58767
741.291 4.17544 9.12127
742.299 4.44414 9.69318
743.307 4.72789 10.483
744.315 5.00989 11.3139
745.323 5.43615 12.3135
746.331 5.87834 13.466
747.339 6.36041 14.9463
748.346 7.06935 16.7258
749.354 7.95466 18.8411
750.362 8.91397 21.4133
751.37 10.0168 24.6537
792.693 7.94167 7.56195
793.701 6.75793 6.972
794.709 5.98907 6.52946
795.717 5.42878 6.17667
796.724 4.93517 5.82915
797.732 4.58231 5.53047
798.74 4.30093 5.2719
799.748 4.02967 5.03422
800.756 3.81771 4.80813
801.764 3.68565 4.62108
802.772 3.44774 4.39574
803.78 3.38014 4.29534
804.787 3.21396 4.15004
805.795 3.13296 4.00034
806.803 3.06191 3.90926
807.811 2.95279 3.82032
808.819 2.89919 3.74649
809.827 2.89077 3.71619
810.835 2.82385 3.60934
811.843 2.78786 3.563
812.85 2.76998 3.51371
813.858 2.68426 3.42593
814.866 2.71421 3.45491
815.874 2.68883 3.45123
816.882 2.66813 3.38552
817.89 2.64281 3.3601
818.898 2.5836 3.31996
819.906 2.57524 3.34746
820.913 2.64865 3.47099
821.921 2.64067 3.51924
822.929 2.66403 3.60237
823.937 2.73114 3.69006
824.945 2.76999 3.82997
825.953 4.07517 4.67858
826.961 3.44901 4.68083
827.969 2.87043 4.45469
828.976 3.14636 4.63178
829.984 3.15251 4.45982
833.008 4.50418 0.689174
834.016 3.70852 0.533438
837.039 0.0754836 1.1127
838.047 0.263995 1.01049
839.055 0.664209 1.67213
840.063 7.26273 3.0526
841.071 1.43151 1.88795
842.079 7.15218 4.10063
843.087 6.77513 6.45655
844.094 2.87737 4.11611
845.102 2.01286 3.57233
846.11 2.09142 3.63881
847.118 2.18406 3.73521
848.126 2.32816 3.89482
849.134 2.35724 3.90748
850.142 2.43737 4.02781
851.15 2.5767 4.19577
852.157 2.66874 4.33128
853.165 2.86037 4.56633
854.173 3.02665 4.79313
855.181 3.11833 4.98697
856.189 3.31553 5.28246
857.197 3.57887 5.74966
858.205 3.93651 6.29383
859.213 4.37663 6.99317
860.22 4.83933 7.80347
