734.000000 0.886631 0.906049
735.000000 0.870404 0.890271
736.000000 0.875788 0.886738
737.000000 0.853356 0.867497
738.000000 0.844238 0.871996
739.000000 0.884789 0.904588
740.000000 0.860697 0.885831
741.000000 0.849156 0.871203
742.000000 0.848912 0.876371
743.000000 0.842607 0.858756
744.000000 0.868297 0.900584
745.000000 0.891294 0.919713
746.000000 0.857266 0.890113
747.000000 0.848862 0.889125
748.000000 0.850658 0.887726
749.000000 0.873532 0.901549
750.000000 0.900980 0.952134
751.000000 0.888056 0.929092
752.000000 0.875191 0.927607
753.000000 0.886129 0.951544
754.000000 1.022889 1.100297
755.000000 0.759491 0.919880
756.000000 0.628473 0.546045
789.000000 1.186636 1.195470
790.000000 1.178893 1.193207
791.000000 1.192606 1.228204
792.000000 1.213093 1.235573
793.000000 1.219050 1.227545
794.000000 1.232670 1.238405
795.000000 1.259033 1.258006
796.000000 1.256019 1.248884
797.000000 1.273367 1.271524
798.000000 1.293406 1.285941
799.000000 1.287459 1.285444
800.000000 1.314423 1.305204
801.000000 1.309044 1.305179
802.000000 1.300402 1.302598
803.000000 1.337938 1.340677
805.000000 1.367240 1.344192
806.000000 1.371199 1.361649
807.000000 1.355298 1.333731
808.000000 1.374202 1.361713
809.000000 1.418719 1.404483
810.000000 1.417886 1.399505
811.000000 1.436825 1.420766
812.000000 1.437373 1.419224
813.000000 1.425250 1.408666
814.000000 1.476234 1.467159
815.000000 1.491691 1.479329
816.000000 1.483069 1.465347
817.000000 1.489079 1.466437
818.000000 1.464451 1.435242
819.000000 1.474227 1.455584
820.000000 1.530608 1.530146
821.000000 1.533927 1.528242
822.000000 1.528340 1.525389
823.000000 1.534726 1.529997
845.000000 1.630821 1.621901
846.000000 1.608416 1.574839
850.000000 1.630406 1.639367
851.000000 1.633533 1.638199
852.000000 1.646888 1.551631
853.000000 1.646961 1.657475
854.000000 1.684512 1.677809
855.000000 1.645405 1.662095
856.000000 1.615596 1.631799
857.000000 1.610669 1.634157
858.000000 1.629345 1.650263
859.000000 1.688660 1.702631
860.000000 1.691508 1.692226
861.000000 1.651926 1.646521
862.000000 1.640227 1.642487
863.000000 1.653363 1.652909
864.000000 1.690840 1.706291
865.000000 1.723517 1.742102
866.000000 1.676178 1.703182
867.000000 1.640825 1.776293
868.000000 1.671728 1.905669
890.000000 1.740333 1.870495
891.000000 1.739027 1.803588
892.000000 1.748592 1.799289
893.000000 1.740514 1.778479
894.000000 1.740120 1.770451
895.000000 1.762723 1.797338
896.000000 1.768945 1.795720
897.000000 1.775454 1.799328
929.000000 1.848764 1.848499
930.000000 1.811730 1.816713
931.000000 1.803487 1.805012
932.000000 1.785424 1.779323
933.000000 1.771091 1.772129
934.000000 1.852594 1.826137
935.000000 1.841726 1.812459
936.000000 1.799719 1.769162
937.000000 1.780417 1.753277
938.000000 1.750540 1.724153
939.000000 1.773520 1.751663
940.000000 1.846367 1.821901
941.000000 1.789787 1.785639
942.000000 1.755390 1.772265
966.000000 1.647310 1.649027
967.000000 1.657966 1.668932
968.000000 1.701531 1.718047
969.000000 1.649076 1.661293
970.000000 1.618035 1.630040
971.000000 1.627985 1.639954
972.000000 1.619056 1.641429
973.000000 1.645340 1.668106
974.000000 1.658227 1.677583
975.000000 1.602449 1.622209
976.000000 1.587081 1.609380
977.000000 1.586961 1.608363
978.000000 1.584717 1.600103
979.000000 1.617290 1.634896
980.000000 1.586161 1.611041
981.000000 1.548908 1.564107
982.000000 1.556325 1.569046
983.000000 1.548861 1.560275
984.000000 1.559495 1.569846
985.000000 1.596259 1.594432
986.000000 1.545383 1.544890
987.000000 1.534351 1.530877
988.000000 1.531816 1.529344
989.000000 1.529072 1.529054
990.000000 1.565620 1.558412
991.000000 1.560424 1.557020
992.000000 1.525964 1.519627
993.000000 1.526437 1.520370
994.000000 1.532530 1.521417
995.000000 1.552257 1.542735
996.000000 1.581219 1.566664
997.000000 1.556865 1.543167
998.000000 1.541105 1.529385
999.000000 1.545393 1.535465
1000.000000 1.552068 1.540976
1001.000000 1.571659 1.572236
1002.000000 1.581841 1.575460
1003.000000 1.540422 1.543672
1004.000000 1.544337 1.555640
1005.000000 1.561316 1.570128
1006.000000 1.567767 1.582823
1007.000000 1.568312 1.598317
1008.000000 1.550449 1.584604
1009.000000 1.538281 1.569136
1010.000000 1.556275 1.579337
1011.000000 1.555545 1.579605
1012.000000 1.557164 1.575399
1013.000000 1.569367 1.580714
1014.000000 1.572165 1.576886
1015.000000 1.576582 1.583581
1020.000000 1.580864 1.577669
1021.000000 1.576407 1.571703
1034.000000 1.662809 1.657261
1035.000000 1.697550 1.694694
1036.000000 1.719480 1.705630
1037.000000 1.711707 1.708656
1038.000000 1.696044 1.698363
1039.000000 1.681214 1.715356
1042.000000 1.747468 1.737394
1043.000000 1.747678 1.736717
1044.000000 1.744050 1.738800
1045.000000 1.762360 1.762899
1046.000000 1.771754 1.772734
1047.000000 1.768020 1.762249
1048.000000 1.765110 1.765407
1049.000000 1.778141 1.783275
1050.000000 1.777586 1.784042
1051.000000 1.790546 1.793622
1052.000000 1.793790 1.794986
1053.000000 1.787153 1.782971
1054.000000 1.805018 1.808787
1055.000000 1.809512 1.818673
1056.000000 1.812467 1.816522
1057.000000 1.811784 1.813540
1058.000000 1.807781 1.805336
1059.000000 1.823876 1.811680
1060.000000 1.854415 1.851171
1063.000000 1.838968 1.829996
1064.000000 1.845754 1.836129
1065.000000 1.885075 1.877210
1066.000000 1.906373 1.903123
1069.000000 1.871396 1.854124
1070.000000 1.905258 1.886620
1073.000000 1.897387 1.892693
1074.000000 1.875233 1.867008
1075.000000 1.917416 1.914499
1076.000000 1.947753 1.947009
1077.000000 1.953633 1.954773
1078.000000 1.900458 1.899673
1094.000000 1.889700 1.888452
1095.000000 1.827564 1.825863
1096.000000 1.809641 1.815873
1097.000000 1.825350 1.831564
1098.000000 1.836756 1.854883
1099.000000 1.859743 1.870910
1100.000000 1.814631 1.819694
1101.000000 1.777370 1.780046
1105.000000 1.804675 1.804933
1106.000000 1.739937 1.745936
1107.000000 1.714921 1.725205
1108.000000 1.709717 1.723583
1109.000000 1.720741 1.736550
1110.000000 1.741666 1.752242
1111.000000 1.690815 1.699474
1112.000000 1.639275 1.650759
1113.000000 1.638397 1.647506
1114.000000 1.643194 1.650065
1115.000000 1.649826 1.655887
1116.000000 1.657050 1.659027
1117.000000 1.607253 1.602740
1118.000000 1.571101 1.567961
1119.000000 1.567116 1.566431
1122.000000 1.589982 1.569759
1123.000000 1.527787 1.508719
1124.000000 1.513833 1.490237
1125.000000 1.514735 1.499368
1126.000000 1.532878 1.514344
1127.000000 1.553807 1.523109
1128.000000 1.506745 1.476299
1129.000000 1.467159 1.433580
1130.000000 1.470364 1.433064
1131.000000 1.468998 1.439087
1132.000000 1.482411 1.445065
1133.000000 1.491464 1.449865
1136.000000 1.418064 1.378578
1139.000000 1.414213 1.374664
1140.000000 1.351563 1.332173
1141.000000 1.345931 1.318804
1142.000000 1.367914 1.345493
1143.000000 1.374168 1.354477
1144.000000 1.371357 1.340481
1145.000000 1.325467 1.309870
1146.000000 1.297840 1.280981
1147.000000 1.312605 1.298221
1148.000000 1.323732 1.312198
1152.000000 1.257026 1.255171
1153.000000 1.263311 1.259391
1154.000000 1.260379 1.263217
1155.000000 1.257999 1.260978
1156.000000 1.249028 1.247708
1157.000000 1.228288 1.233820
1158.000000 1.237555 1.244166
1159.000000 1.244416 1.243641
1160.000000 1.257935 1.253192
1161.000000 1.263464 1.268136
1162.000000 1.236338 1.265560
1222.000000 1.480290 1.522013
1223.000000 1.500413 1.548347
1231.000000 1.428911 1.459156
1232.000000 1.417648 1.434362
1233.000000 1.440755 1.456251
1234.000000 1.465973 1.492377
1235.000000 1.470093 1.511996
1236.000000 1.463699 1.510722
1237.000000 1.408798 1.444644
1238.000000 1.407616 1.448087
1301.000000 1.438127 1.461944
1302.000000 1.445878 1.467877
1303.000000 1.453229 1.479480
1304.000000 1.438672 1.462677
1305.000000 1.416591 1.439823
